City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nurota,40.5614,65.6886,32.43,15,0,1.95,UZ,1690395611
365,turkmenbasy,40.0222,52.9552,24.43,64,0,5.14,TM,1690395345
366,quelimane,-17.8786,36.8883,20.97,83,20,1.03,MZ,1690395613
367,kirensk,57.7853,108.1119,16.92,93,99,0.52,RU,1690395613
368,volodarskiy,46.4013,48.5409,25.97,58,1,4.21,RU,1690395562
369,fale old settlement,-9.3852,-171.2468,28.29,72,91,8.44,TK,1690395613
370,howard springs,-12.497,131.047,19.95,50,41,2.33,AU,1690395614
371,nadym,65.5333,72.5167,19.46,73,85,3.9,RU,1690395614
372,fortuna,40.5982,-124.1573,21.07,76,0,3.09,US,1690395422
373,port alfred,-33.5906,26.891,15.66,78,48,4.62,ZA,1690395615
374,pavullo nel frignano,44.3315,10.835,23.8,58,36,1.04,IT,1690395615
375,bayanhongor,46.7167,100.1167,10.63,59,74,2.48,MN,1690395616
376,oltinko'l,40.8011,72.1634,32.68,22,33,1.18,UZ,1690395616
377,menongue,-14.6585,17.691,18.83,25,0,0.92,AO,1690395617
378,cidade velha,14.9167,-23.6167,29.26,74,40,6.69,CV,1690395617
379,labasa,-16.4167,179.3833,21.85,90,100,1.89,FJ,1690395617
380,la ronge,55.1001,-105.2842,15.14,82,100,4.12,CA,1690395618
381,guerrero negro,27.9769,-114.0611,26.8,50,8,4.37,MX,1690395619
382,boden,65.8252,21.6886,18.0,74,97,1.04,SE,1690395619
383,nchelenge,-9.3451,28.734,20.69,46,26,2.46,ZM,1690395619
384,dogubayazit,39.5469,44.0842,20.81,58,9,0.59,TR,1690395620
385,harper,4.375,-7.7169,25.39,88,67,4.47,LR,1690395620
386,batticaloa,7.7102,81.6924,28.47,73,100,0.7,LK,1690395620
387,boundiali,9.5217,-6.4869,27.46,75,81,1.37,CI,1690395621
388,colusa,39.2143,-122.0094,30.23,25,0,0.42,US,1690395621
389,mata-utu,-13.2816,-176.1745,26.42,74,100,6.73,WF,1690395621
390,salinopolis,-0.6136,-47.3561,29.33,68,13,5.43,BR,1690395622
391,hastings,50.8552,0.5729,17.18,34,100,4.84,GB,1690395622
392,colonel hill,22.7667,-74.2167,29.19,74,69,7.91,BS,1690395421
393,kikwit,-5.041,18.8162,29.59,28,34,0.69,CD,1690395623
394,san julian,21.0167,-102.1667,22.34,53,77,3.38,MX,1690395623
395,gornozavodsk,58.3758,58.3211,13.6,92,61,0.66,RU,1690395623
396,linyi,35.0631,118.3428,22.22,95,97,1.7,CN,1690395624
397,ak'ordat,15.5486,37.8867,29.97,50,91,3.86,ER,1690395625
398,carbonia,39.1672,8.5222,26.36,53,2,6.54,IT,1690395625
399,abqaiq,25.9371,49.6776,33.84,39,69,2.72,SA,1690395625
400,barbezieux-saint-hilaire,45.4726,-0.1522,23.15,57,86,5.45,FR,1690395626
401,letlhakane,-21.4167,25.5833,18.24,37,0,2.46,BW,1690395626
402,new martinsville,39.6445,-80.8576,33.29,71,25,4.92,US,1690395626
403,codrington,-38.2667,141.9667,8.41,81,70,5.3,AU,1690395394
404,quellon,-43.1167,-73.6167,10.14,71,100,3.09,CL,1690395381
405,luganville,-15.5333,167.1667,22.61,86,100,6.24,VU,1690395627
406,portoferraio,42.8115,10.3146,27.2,53,0,4.12,IT,1690395628
407,isla vista,34.4133,-119.861,33.47,56,0,2.57,US,1690395628
408,kyshtovka,56.555,76.6271,17.29,76,81,2.23,RU,1690395629
409,tangalle,6.024,80.7911,25.24,89,82,4.02,LK,1690395629
410,weno,7.4515,151.8468,24.97,100,100,4.63,FM,1690395629
411,huambo,-12.7761,15.7392,22.89,25,1,2.06,AO,1690395630
412,conde,-7.2597,-34.9075,28.7,61,40,6.17,BR,1690395630
413,san pedro pochutla,15.7333,-96.4667,34.28,50,64,2.98,MX,1690395630
414,xique xique,-10.8217,-42.7311,29.94,34,5,4.34,BR,1690395631
415,wynyard,-41.0,145.7167,6.66,82,100,1.46,AU,1690395530
416,kuta,-8.7233,115.1723,25.0,88,20,3.13,ID,1690395631
417,hafnarfjordur,64.0671,-21.9377,16.12,88,75,4.63,IS,1690395632
418,port douglas,-16.4833,145.4667,22.03,80,85,7.92,AU,1690395632
419,paro,27.4305,89.4133,17.0,96,98,0.3,BT,1690395633
420,tazacorte,28.629,-17.9293,24.53,79,20,5.14,ES,1690395633
421,pariaman,-0.619,100.12,25.03,86,93,1.84,ID,1690395633
422,saurimo,-9.6608,20.3916,22.84,28,0,1.5,AO,1690395634
423,trzebiatow,54.0615,15.2648,18.91,62,86,4.25,PL,1690395634
424,tralee,52.2704,-9.7026,18.14,94,100,8.23,IE,1690395634
425,mancio lima,-7.6142,-72.8958,34.04,46,20,0.0,BR,1690395634
426,bochum,51.4833,7.2167,21.32,63,65,2.68,DE,1690395635
427,rawson,-43.3002,-65.1023,6.92,42,56,5.85,AR,1690395635
428,noventa vicentina,45.2957,11.5469,26.05,67,16,0.67,IT,1690395635
429,nagqu,31.5,92.0,6.06,73,100,0.46,CN,1690395635
430,roxas,11.5853,122.7511,25.08,83,100,5.0,PH,1690395636
431,tari,12.4086,4.4914,32.75,50,44,3.07,NG,1690395636
432,crawfordsville,40.0411,-86.8745,31.25,51,92,8.23,US,1690395636
433,cabinda,-5.55,12.2,21.77,89,11,2.87,AO,1690395636
434,dolinsk,47.35,142.8,18.43,92,12,2.97,RU,1690395637
435,redding,40.5865,-122.3917,34.71,28,0,1.34,US,1690395637
436,holualoa,19.6228,-155.9522,27.15,82,20,2.57,US,1690395638
437,sisimiut,66.9395,-53.6735,8.13,77,37,3.96,GL,1690395638
438,thunder bay,48.4001,-89.3168,22.95,73,75,2.06,CA,1690395432
439,rongelap,11.1635,166.8941,27.93,81,100,7.85,MH,1690395638
440,zhangatas,43.5667,69.75,30.52,22,0,5.94,KZ,1690395639
441,qionghu,28.843,112.3522,25.06,97,87,2.76,CN,1690395639
442,djibo,14.1022,-1.6306,37.49,28,72,1.89,BF,1690395640
443,meadow lakes,61.6247,-149.6011,17.17,80,100,0.0,US,1690395640
444,nirmal,19.1,78.35,25.69,90,100,3.73,IN,1690395641
445,del rio,29.3627,-100.8968,37.91,38,0,7.2,US,1690395641
446,abashiri,44.0213,144.2697,20.89,93,52,2.5,JP,1690395641
447,al jawf,29.5,38.75,33.9,14,48,5.08,SA,1690395642
448,micheweni,-4.9667,39.8333,24.75,79,23,7.83,TZ,1690395441
449,matoury,4.8483,-52.3317,26.98,89,75,1.54,GF,1690395643
450,mabaruma,8.2,-59.7833,29.71,72,49,1.57,GY,1690395643
451,al kharj,24.155,47.3346,39.32,9,74,4.66,SA,1690395644
452,dolores,-36.3132,-57.6792,14.12,62,36,7.32,AR,1690395644
453,fuyuan,46.4333,127.0833,21.75,96,85,2.83,CN,1690395644
454,talodi,10.6325,30.3797,22.96,92,100,2.39,SD,1690395644
455,la'ie,21.6477,-157.9253,27.98,73,57,7.16,US,1690395645
456,weleri,-6.9713,110.0666,25.94,66,30,2.48,ID,1690395645
457,yatou,37.15,122.3833,24.71,90,99,3.69,CN,1690395645
458,tarakan,3.3,117.6333,26.47,84,48,5.16,ID,1690395646
459,khagrachhari,23.1,91.9667,24.81,98,89,1.55,BD,1690395646
460,dabakala,8.3667,-4.4333,27.45,81,91,1.29,CI,1690395646
461,eraan,9.0629,117.7016,26.41,82,100,4.94,PH,1690395647
462,mutsalaul,43.2755,46.7308,22.99,78,0,5.6,RU,1690395647
463,hasaki,35.7333,140.8333,25.73,88,20,3.68,JP,1690395647
464,dellys,36.9172,3.9131,25.38,81,0,10.51,DZ,1690395382
465,marsabit,2.3284,37.9899,22.3,42,13,8.39,KE,1690395648
466,mozhga,56.4447,52.2276,17.92,86,55,1.24,RU,1690395416
467,rikaze,29.25,88.8833,14.66,63,98,0.28,CN,1690395412
468,hirara,24.8,125.2833,28.92,89,75,8.23,JP,1690395411
469,vinton,37.281,-79.897,33.99,63,40,2.57,US,1690395649
470,galesong,-5.3166,119.3661,23.01,81,16,2.96,ID,1690395653
471,talcahuano,-36.7167,-73.1167,11.82,76,0,4.63,CL,1690395653
472,banda aceh,5.5577,95.3222,26.72,82,100,5.66,ID,1690395653
473,rosso,16.4986,-15.8153,32.42,50,98,4.37,SN,1690395654
474,belyayevka,51.3974,56.4096,22.73,49,53,3.3,RU,1690395654
475,swan hill,-35.3378,143.5544,5.86,87,0,3.18,AU,1690395654
476,sao tome,0.3365,6.7273,24.32,85,83,5.21,ST,1690395655
477,burscough,53.5934,-2.8501,15.41,94,75,4.12,GB,1690395655
478,urengoy,65.9667,78.3667,19.69,65,67,2.72,RU,1690395655
479,coahuayana de hidalgo,18.7,-103.6583,33.43,51,80,2.5,MX,1690395655
480,wanlaweyn,2.6185,44.8938,24.28,76,53,7.64,SO,1690395656
481,ulladulla,-35.35,150.4667,8.36,76,8,1.98,AU,1690395656
482,milagros,12.2181,123.5095,27.1,84,100,8.28,PH,1690395656
483,ruidoso,33.3317,-105.673,33.36,18,20,4.63,US,1690395458
484,dhromolaxia,34.8755,33.5868,33.58,84,0,6.69,CY,1690395657
485,santa ana de yacuma,-13.75,-65.4333,33.97,40,40,5.14,BO,1690395657
486,eregli,37.5133,34.0467,25.25,23,0,1.34,TR,1690395657
487,tabou,4.423,-7.3528,25.25,89,53,3.94,CI,1690395658
488,shindand,33.3029,62.1474,32.95,12,3,11.33,AF,1690395658
489,hinton,53.4001,-117.5857,13.49,69,100,4.48,CA,1690395658
490,kargasok,59.0556,80.8572,15.64,93,72,3.07,RU,1690395658
491,levokumka,44.2317,43.15,25.14,61,9,3.13,RU,1690395659
492,lecheng,25.1238,113.3254,25.93,89,99,1.54,CN,1690395659
493,lagunas,-5.2269,-75.6753,35.41,38,16,1.3,PE,1690395659
494,sretensk,52.2453,117.7093,16.34,97,92,0.09,RU,1690395660
495,puerto lleras,3.0223,-73.4044,32.35,48,14,1.07,CO,1690395660
496,borogontsy,62.6683,131.1683,12.91,76,20,1.95,RU,1690395660
497,hobyo,5.3505,48.5268,24.68,84,12,11.23,SO,1690395661
498,marolambo,-20.05,48.1167,14.9,96,93,1.42,MG,1690395661
499,novodvinsk,64.4165,40.8122,16.14,77,69,1.08,RU,1690395661
500,arrifes,37.7667,-25.7,24.14,65,40,1.54,PT,1690395661
501,makungu,-8.7333,35.2833,13.74,71,23,1.76,TZ,1690395662
502,sao jose da coroa grande,-8.8978,-35.1478,26.16,68,9,3.79,BR,1690395663
503,banjar,-8.19,114.9675,22.09,88,50,2.66,ID,1690395663
504,bozeman,45.6796,-111.0386,28.27,42,0,3.09,US,1690395470
505,palikir - national government center,6.9248,158.1611,27.16,80,95,4.1,FM,1690395664
506,as sulayyil,20.4607,45.5779,37.14,8,53,2.92,SA,1690395664
507,belmonte,-15.8631,-38.8828,24.98,66,73,3.38,BR,1690395664
508,zherdevka,51.8486,41.4606,22.88,72,37,4.05,RU,1690395664
509,merrill,45.1805,-89.6835,29.34,61,100,3.6,US,1690395660
510,carnarvon,-24.8667,113.6333,16.28,58,57,7.74,AU,1690395665
511,okhotsk,59.3833,143.3,14.39,97,87,1.89,RU,1690395665
512,sarpol-e zahab,34.4611,45.8626,32.44,16,0,1.69,IR,1690395665
513,kalemie,-5.9475,29.1947,22.28,51,52,1.51,CD,1690395666
514,callao,-12.0667,-77.15,23.73,68,100,3.09,PE,1690395666
515,yeonggwang,35.275,126.5094,24.81,93,12,1.99,KR,1690395666
516,charters towers,-20.1,146.2667,13.83,81,25,3.98,AU,1690395667
517,touros,-5.1989,-35.4608,28.47,62,10,8.2,BR,1690395500
518,tsiombe,-25.3,45.4833,18.37,54,1,5.98,MG,1690395667
519,el carril,-25.0741,-65.4917,20.47,28,3,2.73,AR,1690395667
520,namtsy,62.7161,129.6658,12.15,77,68,1.53,RU,1690395669
521,zhangjiakou,40.81,114.8794,21.68,84,77,1.17,CN,1690395669
522,roma,43.2128,-75.4557,30.53,50,20,2.57,US,1690395665
523,acarau,-2.8856,-40.12,30.73,54,25,9.1,BR,1690395670
524,pudasjarvi,65.3833,26.9167,16.27,76,82,0.49,FI,1690395671
525,kavarna,43.4333,28.3333,27.93,74,1,4.1,BG,1690395671
526,sherbakul',54.6316,72.3963,17.3,86,100,2.41,RU,1690395671
527,atherton,53.5237,-2.4935,15.22,94,100,1.34,GB,1690395376
528,el kseur,36.6794,4.8555,26.47,74,20,4.12,DZ,1690395672
529,amalapuram,16.5833,82.0167,24.53,92,100,5.28,IN,1690395673
530,ad dilam,23.9915,47.1627,39.23,9,80,4.7,SA,1690395673
531,karachev,53.1229,34.9852,19.23,87,52,2.46,RU,1690395673
532,andovoranto,-18.95,49.1,20.0,83,73,5.99,MG,1690395674
533,coyhaique,-45.5752,-72.0662,6.97,65,100,0.0,CL,1690395674
534,arawa,-6.2132,155.5367,24.52,89,83,1.57,PG,1690395674
535,lae,-6.7221,146.9847,21.88,84,58,3.11,PG,1690395675
536,ta`u,-14.2336,-169.5144,25.22,74,86,5.64,AS,1690395516
537,mossel bay,-34.1831,22.146,13.96,76,72,1.88,ZA,1690395675
538,plettenberg bay,-34.0527,23.3716,13.14,75,96,3.12,ZA,1690395675
539,abaza,52.655,90.0928,13.99,81,33,1.54,RU,1690395676
540,carlsbad,33.1581,-117.3506,40.39,61,0,4.12,US,1690395384
541,ape,57.5393,26.6929,18.17,66,70,3.25,LV,1690395676
542,vorkuta,67.5,64.0,14.77,92,97,4.39,RU,1690395676
543,santiago de cao,-7.9589,-79.2392,24.07,69,75,4.63,PE,1690395677
544,am timan,11.0297,20.2827,24.61,84,78,2.07,TD,1690395677
545,soio,-6.1349,12.3689,21.7,88,18,3.24,AO,1690395677
546,qingdao,36.0986,120.3719,25.78,89,0,1.0,CN,1690395678
547,dampit,-8.2116,112.7493,18.05,95,77,1.65,ID,1690395678
548,mbala,-8.8402,31.3659,16.51,35,30,3.93,ZM,1690395678
549,antsiranana,-12.2787,49.2917,23.34,72,69,7.72,MG,1690395477
550,itaituba,-4.2761,-55.9836,36.09,41,20,1.54,BR,1690395679
551,totness,5.8833,-56.3167,28.74,71,18,4.27,SR,1690395679
552,sunne,59.8376,13.143,17.23,89,55,2.25,SE,1690395679
553,acapulco de juarez,16.8634,-99.8901,32.9,55,40,4.12,MX,1690395613
554,betioky,-23.7167,44.3833,16.85,56,0,6.34,MG,1690395680
555,lamu,-2.2717,40.902,24.12,81,58,6.88,KE,1690395681
556,argo,37.6333,22.7333,31.55,24,6,2.25,GR,1690395500
557,caleta olivia,-46.4393,-67.5281,4.22,49,75,3.08,AR,1690395681
558,pukchil-lodongjagu,40.2019,125.7483,21.73,97,100,0.61,KP,1690395681
559,las terrenas,19.311,-69.5428,28.93,79,75,3.09,DO,1690395625
560,prachuap khiri khan,12.2167,99.75,24.54,80,72,2.64,TH,1690395682
561,lazaro cardenas,17.9583,-102.2,32.52,51,43,2.84,MX,1690395682
562,port pirie,-33.1833,138.0167,10.33,56,0,2.79,AU,1690395683
563,geraldton,-28.7667,114.6,11.23,87,40,2.06,AU,1690395474
564,sao joao da barra,-21.6403,-41.0511,25.05,74,68,7.43,BR,1690395589
565,susuman,62.7833,148.1667,11.09,87,100,2.3,RU,1690395684
566,nova vicosa,-17.8919,-39.3719,24.48,64,15,3.73,BR,1690395684
567,awjilah,29.1081,21.2869,37.51,13,0,6.2,LY,1690395684
568,marsh harbour,26.5412,-77.0636,28.95,74,100,5.85,BS,1690395684
569,taro,-8.3862,115.28,21.03,93,73,1.22,ID,1690395586
